Name,miRNA
KLF6|ENST00000497571.6|9,KLF6:miR-124-3p.1
KLF6|ENST00000497571.6|9,KLF6:miR-124-3p.2/506-3p
KLF6|ENST00000497571.6|9,KLF6:miR-140-5p
KLF6|ENST00000497571.6|9,KLF6:miR-144-3p
KLF6|ENST00000497571.6|9,KLF6:miR-148-3p/152-3p
KLF6|ENST00000497571.6|9,KLF6:miR-22-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-142-3p.1
KMT2A|ENST00000534358.8|10,KMT2A:miR-199-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-302-3p/372-3p/373-3p/520-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-302-3p/372-3p/373-3p/520-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-302c-3p.2/520-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-302c-3p.2/520-3p
KMT2A|ENST00000534358.8|10,KMT2A:miR-30-5p
KMT2A|ENST00000534358.8|10,KMT2A:miR-369-3p
KMT2A|ENST00000534358.8|11,KMT2A:miR-202-5p
KMT2A|ENST00000534358.8|11,KMT2A:miR-302-3p/372-3p/373-3p/520-3p
KMT2A|ENST00000534358.8|11,KMT2A:miR-302-3p/372-3p/373-3p/520-3p
KMT2A|ENST00000534358.8|11,KMT2A:miR-302c-3p.2/520-3p
KMT2A|ENST00000534358.8|11,KMT2A:miR-302c-3p.2/520-3p
KMT2A|ENST00000534358.8|11,KMT2A:miR-30-5p
KMT2A|ENST00000534358.8|11,KMT2A:miR-369-3p
KMT2A|ENST00000534358.8|12,KMT2A:miR-202-5p
KMT2A|ENST00000534358.8|15,KMT2A:miR-218-5p
KMT2A|ENST00000534358.8|16,KMT2A:miR-137
KMT2A|ENST00000534358.8|16,KMT2A:miR-218-5p
KMT2A|ENST00000534358.8|17,KMT2A:miR-128-3p
KMT2A|ENST00000534358.8|17,KMT2A:miR-137
KMT2A|ENST00000534358.8|18,KMT2A:miR-128-3p
KMT2A|ENST00000534358.8|18,KMT2A:miR-128-3p
KMT2A|ENST00000534358.8|18,KMT2A:miR-130-3p/301-3p/454-3p
KMT2A|ENST00000534358.8|18,KMT2A:miR-148-3p/152-3p
KMT2A|ENST00000534358.8|18,KMT2A:miR-342-3p
KMT2A|ENST00000534358.8|18,KMT2A:miR-377-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-128-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-130-3p/301-3p/454-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-148-3p/152-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-148-3p/152-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-193-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-193a-5p
KMT2A|ENST00000534358.8|19,KMT2A:miR-27-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-342-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-377-3p
KMT2A|ENST00000534358.8|19,KMT2A:miR-802
KMT2A|ENST00000534358.8|20,KMT2A:miR-148-3p/152-3p
KMT2A|ENST00000534358.8|20,KMT2A:miR-193-3p
KMT2A|ENST00000534358.8|20,KMT2A:miR-193a-5p
KMT2A|ENST00000534358.8|20,KMT2A:miR-27-3p
KMT2A|ENST00000534358.8|20,KMT2A:miR-802
KMT2A|ENST00000534358.8|21,KMT2A:miR-182-5p
KMT2A|ENST00000534358.8|22,KMT2A:miR-182-5p
KMT2A|ENST00000534358.8|23,KMT2A:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KMT2A|ENST00000534358.8|23,KMT2A:miR-193-3p
KMT2A|ENST00000534358.8|24,KMT2A:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KMT2A|ENST00000534358.8|24,KMT2A:miR-193-3p
KMT2A|ENST00000534358.8|24,KMT2A:miR-22-3p
KMT2A|ENST00000534358.8|25,KMT2A:miR-181-5p
KMT2A|ENST00000534358.8|25,KMT2A:miR-22-3p
KMT2A|ENST00000534358.8|26,KMT2A:miR-181-5p
KMT2A|ENST00000534358.8|26,KMT2A:miR-455-3p.1
KMT2A|ENST00000534358.8|27,KMT2A:miR-129-3p
KMT2A|ENST00000534358.8|27,KMT2A:miR-137
KMT2A|ENST00000534358.8|27,KMT2A:miR-433-3p
KMT2A|ENST00000534358.8|27,KMT2A:miR-455-3p.1
KMT2A|ENST00000534358.8|28,KMT2A:miR-129-3p
KMT2A|ENST00000534358.8|28,KMT2A:miR-137
KMT2A|ENST00000534358.8|28,KMT2A:miR-142-3p.2
KMT2A|ENST00000534358.8|28,KMT2A:miR-194-5p
KMT2A|ENST00000534358.8|28,KMT2A:miR-202-5p
KMT2A|ENST00000534358.8|28,KMT2A:miR-433-3p
KMT2A|ENST00000534358.8|29,KMT2A:miR-142-3p.2
KMT2A|ENST00000534358.8|29,KMT2A:miR-194-5p
KMT2A|ENST00000534358.8|29,KMT2A:miR-202-5p
KMT2A|ENST00000534358.8|30,KMT2A:miR-181-5p
KMT2A|ENST00000534358.8|30,KMT2A:miR-330-3p.2
KMT2A|ENST00000534358.8|30,KMT2A:miR-543
KMT2A|ENST00000534358.8|31,KMT2A:miR-181-5p
KMT2A|ENST00000534358.8|31,KMT2A:miR-330-3p.2
KMT2A|ENST00000534358.8|31,KMT2A:miR-543
KMT2A|ENST00000534358.8|31,KMT2A:miR-653-5p
KMT2A|ENST00000534358.8|34,KMT2A:miR-141-3p/200a-3p
KMT2A|ENST00000534358.8|34,KMT2A:miR-153-3p
KMT2A|ENST00000534358.8|34,KMT2A:miR-17-5p/20-5p/93-5p/106-5p/519-3p
KMT2A|ENST00000534358.8|34,KMT2A:miR-181-5p
KMT2A|ENST00000534358.8|34,KMT2A:miR-205-5p
KMT2A|ENST00000534358.8|34,KMT2A:miR-339-5p
KMT2A|ENST00000534358.8|34,KMT2A:miR-489-3p
KMT2A|ENST00000534358.8|4,KMT2A:miR-96-5p/1271-5p
KMT2A|ENST00000534358.8|5,KMT2A:miR-96-5p/1271-5p
KMT2A|ENST00000534358.8|7,KMT2A:miR-221-3p/222-3p
KMT2A|ENST00000534358.8|8,KMT2A:miR-142-3p.2
KMT2A|ENST00000534358.8|8,KMT2A:miR-202-5p
KMT2A|ENST00000534358.8|8,KMT2A:miR-221-3p/222-3p
KMT2A|ENST00000534358.8|9,KMT2A:miR-142-3p.1
KMT2A|ENST00000534358.8|9,KMT2A:miR-142-3p.2
KMT2A|ENST00000534358.8|9,KMT2A:miR-199-3p
KMT2A|ENST00000534358.8|9,KMT2A:miR-202-5p
KMT2B|ENST00000420124.4|1,KMT2B:miR-153-3p
KMT2B|ENST00000420124.4|1,KMT2B:miR-17-5p/20-5p/93-5p/106-5p/519-3p
KMT2B|ENST00000420124.4|1,KMT2B:miR-296-5p
KMT2B|ENST00000420124.4|2,KMT2B:miR-153-3p
KMT2B|ENST00000420124.4|2,KMT2B:miR-17-5p/20-5p/93-5p/106-5p/519-3p
KMT2B|ENST00000420124.4|2,KMT2B:miR-296-5p
KMT2D|ENST00000301067.12|10,KMT2D:miR-1306-5p
KMT2D|ENST00000301067.12|10,KMT2D:miR-142-5p
KMT2D|ENST00000301067.12|10,KMT2D:miR-330-3p.2
KMT2D|ENST00000301067.12|10,KMT2D:miR-340-5p
KMT2D|ENST00000301067.12|10,KMT2D:miR-340-5p
KMT2D|ENST00000301067.12|10,KMT2D:miR-410-3p
KMT2D|ENST00000301067.12|10,KMT2D:miR-411-5p.2
KMT2D|ENST00000301067.12|11,KMT2D:miR-147b
KMT2D|ENST00000301067.12|11,KMT2D:miR-149-5p
KMT2D|ENST00000301067.12|11,KMT2D:miR-210-3p
KMT2D|ENST00000301067.12|11,KMT2D:miR-3064-5p
KMT2D|ENST00000301067.12|11,KMT2D:miR-331-3p
KMT2D|ENST00000301067.12|11,KMT2D:miR-340-5p
KMT2D|ENST00000301067.12|12,KMT2D:miR-103-3p/107
KMT2D|ENST00000301067.12|12,KMT2D:miR-147b
KMT2D|ENST00000301067.12|12,KMT2D:miR-149-5p
KMT2D|ENST00000301067.12|12,KMT2D:miR-210-3p
KMT2D|ENST00000301067.12|12,KMT2D:miR-3064-5p
KMT2D|ENST00000301067.12|12,KMT2D:miR-331-3p
KMT2D|ENST00000301067.12|13,KMT2D:miR-103-3p/107
KMT2D|ENST00000301067.12|13,KMT2D:miR-146-5p
KMT2D|ENST00000301067.12|13,KMT2D:miR-217
KMT2D|ENST00000301067.12|13,KMT2D:miR-365-3p
KMT2D|ENST00000301067.12|13,KMT2D:miR-448
KMT2D|ENST00000301067.12|14,KMT2D:miR-1224-5p
KMT2D|ENST00000301067.12|14,KMT2D:miR-146-5p
KMT2D|ENST00000301067.12|14,KMT2D:miR-217
KMT2D|ENST00000301067.12|14,KMT2D:miR-365-3p
KMT2D|ENST00000301067.12|14,KMT2D:miR-448
KMT2D|ENST00000301067.12|14,KMT2D:miR-495-3p
KMT2D|ENST00000301067.12|14,KMT2D:miR-653-5p
KMT2D|ENST00000301067.12|15,KMT2D:miR-1224-5p
KMT2D|ENST00000301067.12|15,KMT2D:miR-495-3p
KMT2D|ENST00000301067.12|15,KMT2D:miR-653-5p
KMT2D|ENST00000301067.12|16,KMT2D:miR-139-5p
KMT2D|ENST00000301067.12|16,KMT2D:miR-346
KMT2D|ENST00000301067.12|17,KMT2D:miR-139-5p
KMT2D|ENST00000301067.12|17,KMT2D:miR-193a-5p
KMT2D|ENST00000301067.12|17,KMT2D:miR-346
KMT2D|ENST00000301067.12|17,KMT2D:miR-410-3p
KMT2D|ENST00000301067.12|18,KMT2D:miR-142-5p
KMT2D|ENST00000301067.12|18,KMT2D:miR-193a-5p
KMT2D|ENST00000301067.12|18,KMT2D:miR-30-5p
KMT2D|ENST00000301067.12|18,KMT2D:miR-377-3p
KMT2D|ENST00000301067.12|18,KMT2D:miR-410-3p
KMT2D|ENST00000301067.12|18,KMT2D:miR-455-5p
KMT2D|ENST00000301067.12|19,KMT2D:miR-142-5p
KMT2D|ENST00000301067.12|19,KMT2D:miR-30-5p
KMT2D|ENST00000301067.12|19,KMT2D:miR-329-3p/362-3p
KMT2D|ENST00000301067.12|19,KMT2D:miR-377-3p
KMT2D|ENST00000301067.12|19,KMT2D:miR-455-5p
KMT2D|ENST00000301067.12|1,KMT2D:miR-149-5p
KMT2D|ENST00000301067.12|1,KMT2D:miR-188-5p
KMT2D|ENST00000301067.12|1,KMT2D:miR-204-5p/211-5p
KMT2D|ENST00000301067.12|1,KMT2D:miR-3064-5p
KMT2D|ENST00000301067.12|1,KMT2D:miR-331-3p
KMT2D|ENST00000301067.12|1,KMT2D:miR-760
KMT2D|ENST00000301067.12|20,KMT2D:miR-142-5p
KMT2D|ENST00000301067.12|20,KMT2D:miR-329-3p/362-3p
KMT2D|ENST00000301067.12|20,KMT2D:miR-377-3p
KMT2D|ENST00000301067.12|20,KMT2D:miR-495-3p
KMT2D|ENST00000301067.12|20,KMT2D:miR-582-5p
KMT2D|ENST00000301067.12|20,KMT2D:miR-7-5p
KMT2D|ENST00000301067.12|20,KMT2D:miR-874-3p
KMT2D|ENST00000301067.12|2,KMT2D:miR-143-3p
KMT2D|ENST00000301067.12|2,KMT2D:miR-371-5p
KMT2D|ENST00000301067.12|3,KMT2D:miR-143-3p
KMT2D|ENST00000301067.12|3,KMT2D:miR-219-5p
KMT2D|ENST00000301067.12|3,KMT2D:miR-371-5p
KMT2D|ENST00000301067.12|4,KMT2D:miR-219-5p
KMT2D|ENST00000301067.12|4,KMT2D:miR-33-5p
KMT2D|ENST00000301067.12|5,KMT2D:let-7-5p/98-5p
KMT2D|ENST00000301067.12|5,KMT2D:miR-23-3p
KMT2D|ENST00000301067.12|5,KMT2D:miR-33-5p
KMT2D|ENST00000301067.12|5,KMT2D:miR-342-3p
KMT2D|ENST00000301067.12|5,KMT2D:miR-34-5p/449-5p
KMT2D|ENST00000301067.12|6,KMT2D:miR-23-3p
KMT2D|ENST00000301067.12|6,KMT2D:miR-342-3p
KMT2D|ENST00000301067.12|6,KMT2D:miR-34-5p/449-5p
KMT2D|ENST00000301067.12|8,KMT2D:miR-134-5p
KMT2D|ENST00000301067.12|8,KMT2D:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-1306-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-134-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-142-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-330-3p.2
KMT2D|ENST00000301067.12|9,KMT2D:miR-340-5p
KMT2D|ENST00000301067.12|9,KMT2D:miR-410-3p
KMT2D|ENST00000301067.12|9,KMT2D:miR-411-5p.2
KRAS|ENST00000311936.8|14,KRAS:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KRAS|ENST00000311936.8|15,KRAS:miR-15-5p/16-5p/195-5p/424-5p/497-5p
KRAS|ENST00000311936.8|16,KRAS:miR-1-3p/206
KRAS|ENST00000311936.8|17,KRAS:miR-1-3p/206
KRAS|ENST00000311936.8|1,KRAS:miR-142-3p.2
KRAS|ENST00000311936.8|1,KRAS:miR-155-5p
KRAS|ENST00000311936.8|1,KRAS:miR-183-5p.2
KRAS|ENST00000311936.8|1,KRAS:miR-193-3p
KRAS|ENST00000311936.8|1,KRAS:miR-200bc-3p/429
KRAS|ENST00000311936.8|1,KRAS:miR-27-3p
KRAS|ENST00000311936.8|1,KRAS:miR-532-5p
KRAS|ENST00000311936.8|1,KRAS:miR-877-5p
KRAS|ENST00000311936.8|26,KRAS:miR-134-5p
KRAS|ENST00000311936.8|26,KRAS:miR-19-3p
KRAS|ENST00000311936.8|26,KRAS:miR-202-5p
KRAS|ENST00000311936.8|27,KRAS:miR-134-5p
KRAS|ENST00000311936.8|27,KRAS:miR-143-3p
KRAS|ENST00000311936.8|27,KRAS:miR-19-3p
KRAS|ENST00000311936.8|27,KRAS:miR-19-3p
KRAS|ENST00000311936.8|27,KRAS:miR-202-5p
KRAS|ENST00000311936.8|28,KRAS:miR-143-3p
KRAS|ENST00000311936.8|2,KRAS:miR-183-5p.2
KRAS|ENST00000311936.8|2,KRAS:miR-193-3p
KRAS|ENST00000311936.8|2,KRAS:miR-200bc-3p/429
KRAS|ENST00000311936.8|2,KRAS:miR-217
KRAS|ENST00000311936.8|2,KRAS:miR-27-3p
KRAS|ENST00000311936.8|2,KRAS:miR-501-3p/502-3p
KRAS|ENST00000311936.8|2,KRAS:miR-877-5p
KRAS|ENST00000311936.8|30,KRAS:miR-421
KRAS|ENST00000311936.8|30,KRAS:miR-505-3p.2
KRAS|ENST00000311936.8|31,KRAS:miR-181-5p
KRAS|ENST00000311936.8|31,KRAS:miR-183-5p.2
KRAS|ENST00000311936.8|31,KRAS:miR-30-5p
KRAS|ENST00000311936.8|31,KRAS:miR-323-3p
KRAS|ENST00000311936.8|31,KRAS:miR-330-3p.2
KRAS|ENST00000311936.8|31,KRAS:miR-381-3p
KRAS|ENST00000311936.8|31,KRAS:miR-421
KRAS|ENST00000311936.8|31,KRAS:miR-505-3p.2
KRAS|ENST00000311936.8|31,KRAS:miR-96-5p/1271-5p
KRAS|ENST00000311936.8|32,KRAS:miR-1193
KRAS|ENST00000311936.8|32,KRAS:miR-181-5p
KRAS|ENST00000311936.8|32,KRAS:miR-183-5p.2
KRAS|ENST00000311936.8|32,KRAS:miR-217
KRAS|ENST00000311936.8|32,KRAS:miR-30-5p
KRAS|ENST00000311936.8|32,KRAS:miR-323-3p
KRAS|ENST00000311936.8|32,KRAS:miR-330-3p.2
KRAS|ENST00000311936.8|32,KRAS:miR-381-3p
KRAS|ENST00000311936.8|32,KRAS:miR-448
KRAS|ENST00000311936.8|32,KRAS:miR-543
KRAS|ENST00000311936.8|32,KRAS:miR-96-5p/1271-5p
KRAS|ENST00000311936.8|33,KRAS:miR-1193
KRAS|ENST00000311936.8|33,KRAS:miR-217
KRAS|ENST00000311936.8|33,KRAS:miR-27-3p
KRAS|ENST00000311936.8|33,KRAS:miR-323-3p
KRAS|ENST00000311936.8|33,KRAS:miR-330-3p.2
KRAS|ENST00000311936.8|33,KRAS:miR-433-3p
KRAS|ENST00000311936.8|33,KRAS:miR-448
KRAS|ENST00000311936.8|33,KRAS:miR-483-3p.1
KRAS|ENST00000311936.8|33,KRAS:miR-543
KRAS|ENST00000311936.8|33,KRAS:miR-582-5p
KRAS|ENST00000311936.8|3,KRAS:miR-181-5p
KRAS|ENST00000311936.8|3,KRAS:miR-217
KRAS|ENST00000311936.8|4,KRAS:miR-181-5p
KRAS|ENST00000311936.8|6,KRAS:miR-202-5p
KRAS|ENST00000311936.8|7,KRAS:miR-202-5p
KRIT1|ENST00000394505.7|3,KRIT1:miR-21-5p/590-5p
KRIT1|ENST00000394505.7|3,KRIT1:miR-329-3p/362-3p
KRIT1|ENST00000394505.7|3,KRIT1:miR-371-5p
KRIT1|ENST00000394505.7|3,KRIT1:miR-410-3p
KRIT1|ENST00000394505.7|4,KRIT1:miR-142-5p
KRIT1|ENST00000394505.7|4,KRIT1:miR-21-5p/590-5p
KRIT1|ENST00000394505.7|4,KRIT1:miR-320
KRIT1|ENST00000394505.7|4,KRIT1:miR-329-3p/362-3p
KRIT1|ENST00000394505.7|4,KRIT1:miR-340-5p
KRIT1|ENST00000394505.7|4,KRIT1:miR-371-5p
KRIT1|ENST00000394505.7|4,KRIT1:miR-410-3p
KRIT1|ENST00000394505.7|5,KRIT1:miR-142-5p
KRIT1|ENST00000394505.7|5,KRIT1:miR-320
KRIT1|ENST00000394505.7|5,KRIT1:miR-340-5p
KRIT1|ENST00000394505.7|7,KRIT1:miR-218-5p
KRIT1|ENST00000394505.7|8,KRIT1:miR-218-5p
KRIT1|ENST00000394505.7|9,KRIT1:miR-218-5p
L1CAM|ENST00000370060.7|1,L1CAM:miR-182-5p
L1CAM|ENST00000370060.7|1,L1CAM:miR-96-5p/1271-5p
L1CAM|ENST00000370060.7|2,L1CAM:miR-182-5p
L1CAM|ENST00000370060.7|2,L1CAM:miR-96-5p/1271-5p
L1CAM|ENST00000370060.7|6,L1CAM:miR-181-5p
L1CAM|ENST00000370060.7|6,L1CAM:miR-224-5p
L1CAM|ENST00000370060.7|6,L1CAM:miR-329-3p/362-3p
L1CAM|ENST00000370060.7|7,L1CAM:miR-181-5p
L1CAM|ENST00000370060.7|7,L1CAM:miR-224-5p
L1CAM|ENST00000370060.7|7,L1CAM:miR-329-3p/362-3p
L1CAM|ENST00000370060.7|7,L1CAM:miR-330-3p
L1CAM|ENST00000370060.7|8,L1CAM:miR-329-3p/362-3p
L1CAM|ENST00000370060.7|8,L1CAM:miR-330-3p
L1CAM|ENST00000370060.7|8,L1CAM:miR-374-5p
L1CAM|ENST00000370060.7|8,L1CAM:miR-493-5p
LAMA4|ENST00000230538.12|1,LAMA4:miR-148-3p/152-3p
LAMA4|ENST00000230538.12|1,LAMA4:miR-381-3p
LAMA4|ENST00000230538.12|2,LAMA4:miR-188-5p
LAMA4|ENST00000230538.12|2,LAMA4:miR-381-3p
LAMA4|ENST00000230538.12|3,LAMA4:miR-188-5p
LAMP2|ENST00000200639.9|31,LAMP2:let-7-5p/98-5p
LAMP2|ENST00000200639.9|37,LAMP2:miR-15-5p/16-5p/195-5p/424-5p/497-5p
LAMP2|ENST00000200639.9|38,LAMP2:miR-15-5p/16-5p/195-5p/424-5p/497-5p
LAMP2|ENST00000200639.9|6,LAMP2:let-7-5p/98-5p
LAMP2|ENST00000200639.9|6,LAMP2:miR-155-5p
LAMP2|ENST00000200639.9|6,LAMP2:miR-376-3p
LAMP2|ENST00000200639.9|7,LAMP2:let-7-5p/98-5p
LAMP2|ENST00000200639.9|7,LAMP2:miR-155-5p
LAMP2|ENST00000200639.9|7,LAMP2:miR-376-3p
LDLR|ENST00000558518.6|16,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|16,LDLR:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LDLR|ENST00000558518.6|16,LDLR:miR-19-3p
LDLR|ENST00000558518.6|17,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|17,LDLR:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LDLR|ENST00000558518.6|18,LDLR:miR-128-3p
LDLR|ENST00000558518.6|18,LDLR:miR-140-5p
LDLR|ENST00000558518.6|18,LDLR:miR-27-3p
LDLR|ENST00000558518.6|1,LDLR:miR-410-3p
LDLR|ENST00000558518.6|3,LDLR:miR-30-5p
LDLR|ENST00000558518.6|4,LDLR:miR-30-5p
LDLR|ENST00000558518.6|6,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|6,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|6,LDLR:miR-148-3p/152-3p
LDLR|ENST00000558518.6|6,LDLR:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LDLR|ENST00000558518.6|6,LDLR:miR-19-3p
LDLR|ENST00000558518.6|7,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|7,LDLR:miR-130-3p/301-3p/454-3p
LDLR|ENST00000558518.6|7,LDLR:miR-148-3p/152-3p
LDLR|ENST00000558518.6|7,LDLR:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LDLR|ENST00000558518.6|7,LDLR:miR-19-3p
LEMD3|ENST00000308330.3|10,LEMD3:miR-19-3p
LEMD3|ENST00000308330.3|11,LEMD3:miR-124-3p.1
LEMD3|ENST00000308330.3|11,LEMD3:miR-124-3p.2/506-3p
LEMD3|ENST00000308330.3|11,LEMD3:miR-19-3p
LEMD3|ENST00000308330.3|11,LEMD3:miR-330-3p.2
LEMD3|ENST00000308330.3|12,LEMD3:miR-124-3p.1
LEMD3|ENST00000308330.3|12,LEMD3:miR-124-3p.2/506-3p
LEMD3|ENST00000308330.3|12,LEMD3:miR-181-5p
LEMD3|ENST00000308330.3|12,LEMD3:miR-330-3p.2
LEMD3|ENST00000308330.3|13,LEMD3:miR-181-5p
LEMD3|ENST00000308330.3|13,LEMD3:miR-431-5p
LEMD3|ENST00000308330.3|14,LEMD3:miR-431-5p
LEMD3|ENST00000308330.3|15,LEMD3:miR-431-5p
LEMD3|ENST00000308330.3|1,LEMD3:miR-132-3p/212-3p
LEMD3|ENST00000308330.3|1,LEMD3:miR-204-5p/211-5p
LEMD3|ENST00000308330.3|1,LEMD3:miR-7-5p
LEMD3|ENST00000308330.3|2,LEMD3:miR-204-5p/211-5p
LEMD3|ENST00000308330.3|4,LEMD3:miR-21-5p/590-5p
LEMD3|ENST00000308330.3|4,LEMD3:miR-338-3p
LEMD3|ENST00000308330.3|5,LEMD3:miR-200bc-3p/429
LEMD3|ENST00000308330.3|5,LEMD3:miR-21-5p/590-5p
LEMD3|ENST00000308330.3|5,LEMD3:miR-338-3p
LEMD3|ENST00000308330.3|6,LEMD3:miR-137
LEMD3|ENST00000308330.3|6,LEMD3:miR-200bc-3p/429
LEMD3|ENST00000308330.3|6,LEMD3:miR-377-3p
LEMD3|ENST00000308330.3|7,LEMD3:miR-137
LEMD3|ENST00000308330.3|7,LEMD3:miR-374-5p
LEMD3|ENST00000308330.3|7,LEMD3:miR-377-3p
LEMD3|ENST00000308330.3|8,LEMD3:miR-374-5p
LETM1|ENST00000302787.3|1,LETM1:miR-1-3p/206
LETM1|ENST00000302787.3|1,LETM1:miR-330-3p
LETM1|ENST00000302787.3|2,LETM1:miR-1-3p/206
LETM1|ENST00000302787.3|9,LETM1:miR-26-5p
LGI1|ENST00000371418.9|1,LGI1:miR-302c-3p.2/520-3p
LGI1|ENST00000371418.9|1,LGI1:miR-488-3p
LGI1|ENST00000371418.9|2,LGI1:miR-182-5p
LGI1|ENST00000371418.9|2,LGI1:miR-302c-3p.2/520-3p
LGI1|ENST00000371418.9|2,LGI1:miR-30-5p
LGI1|ENST00000371418.9|2,LGI1:miR-34-5p/449-5p
LGI1|ENST00000371418.9|2,LGI1:miR-488-3p
LGI1|ENST00000371418.9|2,LGI1:miR-96-5p/1271-5p
LHX4|ENST00000263726.4|19,LHX4:miR-218-5p
LHX4|ENST00000263726.4|1,LHX4:miR-23-3p
LHX4|ENST00000263726.4|1,LHX4:miR-362-5p/500b-5p
LHX4|ENST00000263726.4|23,LHX4:miR-873-5p.2
LHX4|ENST00000263726.4|24,LHX4:miR-873-5p.2
LHX4|ENST00000263726.4|26,LHX4:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LHX4|ENST00000263726.4|26,LHX4:miR-3064-5p
LHX4|ENST00000263726.4|27,LHX4:miR-129-3p
LHX4|ENST00000263726.4|27,LHX4:miR-15-5p/16-5p/195-5p/424-5p/497-5p
LHX4|ENST00000263726.4|27,LHX4:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LHX4|ENST00000263726.4|27,LHX4:miR-218-5p
LHX4|ENST00000263726.4|27,LHX4:miR-3064-5p
LHX4|ENST00000263726.4|28,LHX4:miR-129-3p
LHX4|ENST00000263726.4|28,LHX4:miR-15-5p/16-5p/195-5p/424-5p/497-5p
LHX4|ENST00000263726.4|28,LHX4:miR-218-5p
LHX4|ENST00000263726.4|28,LHX4:miR-218-5p
LHX4|ENST00000263726.4|29,LHX4:miR-103-3p/107
LHX4|ENST00000263726.4|29,LHX4:miR-1306-5p
LHX4|ENST00000263726.4|29,LHX4:miR-15-5p/16-5p/195-5p/424-5p/497-5p
LHX4|ENST00000263726.4|29,LHX4:miR-218-5p
LHX4|ENST00000263726.4|29,LHX4:miR-503-5p
LHX4|ENST00000263726.4|2,LHX4:miR-27-3p
LHX4|ENST00000263726.4|2,LHX4:miR-330-3p
LHX4|ENST00000263726.4|2,LHX4:miR-330-3p.2
LHX4|ENST00000263726.4|30,LHX4:miR-1306-5p
LHX4|ENST00000263726.4|32,LHX4:miR-186-5p
LHX4|ENST00000263726.4|32,LHX4:miR-495-3p
LHX4|ENST00000263726.4|3,LHX4:miR-27-3p
LHX4|ENST00000263726.4|3,LHX4:miR-330-3p
LHX4|ENST00000263726.4|3,LHX4:miR-330-3p.2
LHX4|ENST00000263726.4|5,LHX4:miR-124-3p.1
LHX4|ENST00000263726.4|5,LHX4:miR-214-5p
LHX4|ENST00000263726.4|6,LHX4:miR-124-3p.1
LHX4|ENST00000263726.4|6,LHX4:miR-214-5p
LHX4|ENST00000263726.4|6,LHX4:miR-219-5p
LHX4|ENST00000263726.4|7,LHX4:miR-219-5p
LIMK1|ENST00000336180.7|4,LIMK1:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LIMK1|ENST00000336180.7|5,LIMK1:miR-125-5p
LIMK1|ENST00000336180.7|5,LIMK1:miR-138-5p
LIMK1|ENST00000336180.7|5,LIMK1:miR-17-5p/20-5p/93-5p/106-5p/519-3p
LIMK1|ENST00000336180.7|6,LIMK1:miR-125-5p
LIMK1|ENST00000336180.7|6,LIMK1:miR-138-5p
LIMK1|ENST00000336180.7|6,LIMK1:miR-143-3p
LIMK1|ENST00000336180.7|6,LIMK1:miR-369-3p
LIMK1|ENST00000336180.7|6,LIMK1:miR-655-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-128-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-143-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-200bc-3p/429
LIMK1|ENST00000336180.7|7,LIMK1:miR-27-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-369-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-655-3p
LIMK1|ENST00000336180.7|7,LIMK1:miR-655-3p
LIMK1|ENST00000336180.7|8,LIMK1:miR-128-3p
